評論者,評等,評語
Hsu Charles,5,內湖改到大直後第一次來，少了一些菜單，但也增加許多菜色。但一樣食材新鮮，菜色好吃，家族聚餐大家都盡興滿意。
Chang Hsin Liu,4,食物還不錯，除了啤酒之外現在還有兩種調酒可以選擇
陳重光,4,不錯的用餐地方，各取所須。
擺渡人,5,(由 Google 提供翻譯) 美味可口！(原始評論)美味可口！
黃綵儷,5,台北地區饗食天堂所有店家中，空間最寬敞，享用美食更舒適，無拘束感。雞肉非常軟嫩;飯後甜點，蛋糕品項最多，也最精緻好吃;還有H牌的冰淇淋;因有兩人同行第二人七折的感恩回客券，也算有物超所值的感覺。
小悠楓,5,環境寬敞的旗艦店！
Chance Chen,3,公司聚餐，同事評價兩極化，都還不錯，至少停車沒問題，大眾運輸系統非常方便
黃中興,5,服務積極👍
A-Jay,4,好吃，新鮮，價格還划算雖然不是每樣東西都是那麼吸引我但還是常常去吃
林建良,2,廁所尿臭味很重
劉映麟,3,食材還可以，用餐還是要提早進入，菜色才會比較多。
趙盈儒,5,超讚
FOX JUNE,5,牛排 羊排 跟一種小杯的酒類很推 蛋糕表現的比較普通 整體還是很好吃的 偶爾犒賞自己的好地方 不過會不小心就吃太飽XD
gerald wang,5,(由 Google 提供翻譯) 超高CP值(原始評論)超高CP值
Chou Kai-hsiang,3,蠻多東西可吃
RK Jim_,5,(由 Google 提供翻譯) 好吃(原始評論)好吃
ann Chen,4,服務人員很勤勞但要注意客人的餐點是否真的還需要使用…我還有食物未食用完畢就被收走了…環境衛生還需要加強…廁所堵住也沒有衛生紙
楊士儀,4,菜色多樣食材新鮮。
RPG BGM凱文浮士德,4,東西多也很好吃，缺點人太多
Ken Wang,4,空間舒適，菜色多種選擇，值得來品嚐一番，讚
Jacob Zeng,4,還不錯，價格跟品質算合理
盧仁義,5,服務好 態度好 臉上總是掛著微笑
fish lin,5,停車方便，座位多，食材也很新鮮多樣
高道鵬,3,平常日晚上來還不錯
Nick Yo,4,"環境餐點基本上都令人滿意,但還是有些小缺點烤肋排太乾澀鐵板牛肉也過熟."
YS Liao,3,吃了好多次 但食物變化性太少
余淑珍,5,環境清潔，餐點好吃 ，服務人員態度好
郭永仁,5,料理好吃 很滿意
張智傑,5,(由 Google 提供翻譯) 好吃(原始評論)好吃
Chen Yenkai,5,覺得沒什麼可以挑剔的
戴修身,4,(由 Google 提供翻譯) 食材多。口味好(原始評論)食材多。口味好
王懷德,5,(由 Google 提供翻譯) 好吃(原始評論)好吃
Nai Lumi,5,(由 Google 提供翻譯) 這次生日大餐是新歡-饗食天堂擊敗連續五年的王品～主因：對寶寶很友善的餐廳～ …更多(由 Google 提供翻譯) 這次生日大餐是新歡-饗食天堂擊敗連續五年的王品～主因：對寶寶很友善的餐廳～目標五盤～ 順利達成！肉類-生食-港式-蛋糕-水果新發現美味：鐵板紅蝦 焦糖葡萄柚～謝謝阿母～填問卷就能得到一張四人同行一人免費的捲，可是期限只有兩個月…最近有誰四人要去饗食的啊！饗食天堂品牌一推出就打響名號   到現在就算已經十多年了    依然歷久不衰   很受歡迎    因為它一直在追求進步！捷運：文湖線「劍南路」站3號出口，往美麗華方向步行約10分鐘。開車資訊《北上》：走國道一號，從國道一號23A－圓山號出口下交流道→大直橋→明水路→樂群一路→敬業三路→樂群三路(大直家樂福)開車資訊《南下》：走國道一號，請走汐止五股高架段前往內湖區→堤頂大道→植福路→樂群三路(大直家樂福)(原始評論)這次生日大餐是新歡-饗食天堂擊敗連續五年的王品～主因：對寶寶很友善的餐廳～目標五盤～ 順利達成！肉類-生食-港式-蛋糕-水果新發現美味：鐵板紅蝦 焦糖葡萄柚～謝謝阿母～填問卷就能得到一張四人同行一人免費的卷，可是期限只有兩個月…最近有誰四人要去饗食的啊！饗食天堂品牌一推出就打響名號   到現在就算已經十多年了    依然歷久不衰   很受歡迎    因為它一直在追求進步！捷運：文湖線「劍南路」站3號出口，往美麗華方向步行約10分鐘。開車資訊《北上》：走國道一號，從國道一號23A－圓山號出口下交流道→大直橋→明水路→樂群一路→敬業三路→樂群三路(大直家樂福)開車資訊《南下》：走國道一號，請走汐止五股高架段前往內湖區→堤頂大道→植福路→樂群三路(大直家樂福)
一分,2,去過幾次，食材種類多但口感一般，菜色變化不大，價錢越來越貴，應該不會再去了。
好人PP,4,供餐超足 飽飽舒服
yu heng tsai,5,場地很大 食材很新鮮 重點人潮比其他分店少所以不用跟大家擠
ANNA MC WONG NDESO,5,(由 Google 提供翻譯) 好地方(原始評論)Nice place
井暐淳,5,晚餐時間可用餐至9:30，有非常充裕的時間享受山珍海味，菜色樣式多，爽快享食物鏈金字塔頂端的快感；在飲品的部分，有果汁、咖啡、奶茶等許多種選擇，可惜酒類只提供啤酒類，沒有其他。
Sha Ra,4,"這裡的座位好像沒幾個對外窗,室內設計比起其他分店沒那麼華麗,但服務員除了收盤,還主動推薦當天特色,簡單舒服的關心聊了起來,這個10%服務費很值得"
周詒華,1,變貴沒有變好吃
dave liu,5,(由 Google 提供翻譯) 大直店算好吃！ ！(原始評論)大直店算好吃！！
Chun Yang Chen,5,東西還不錯 服務很好
田僑富,4,食物味道適口，物件豐富，品質優，海鮮類鮮度 ok，煲湯類好味道讚！適合大胃王級的，胃納量小的可能比較吃虧
林昆彥,4,比起去年有品質跟味道有進步，焗烤生蠔很大顆，烤筍子也很嫩，只是價格已經回不去了
Tina Lee,5,幾乎每個月都會來吃前陣子漲價了但是菜色變得更好美中不足是熱門餐點要排蠻久的
張tscchuan,4,菜色好食材高極，會讓人想在去，但廁所清潔不知道大家想法，總分沒有到五顆星，我想是扣在這
Alex Lui,4,食品款式多，價錢十分合理
陳芳如,5,食材豐富新鮮，各式料理齊全，有飲料、新鮮果汁、啤酒、甜點等一應俱全！適合聚餐
汪嘉發,5,菜色眾多、美味，值得一去再去
CHEW CHEN,4,聚餐。菜色頗豐。
Roger Liao,5,(由 Google 提供翻譯) 美食好所在(原始評論)美食好所在
Rite Chen,4,味道不錯有一定的品質，而且品項多
吳琮濬,5,超讚！環境非常舒適！東西超好吃
吾建成,5,很多特別菜色可選，還有少見的啤酒喝到飽，服務速度品質，包含補菜速度都很不錯，沒甚麼可以挑剔的
DANNY HSU,4,下午茶CP 非常高 推薦下午茶時段前來
定國蔡,4,東西選擇變多了
Wayne Horng,5,食材多樣且變化多。但某些食物的烹調似乎過硬，有些小可惜
真均匡,5,空間很大 餐點也很不錯 👍👍
winnie Lu,3,用餐環境不錯，服務也不錯，但是食材好少阿~~~~~
Wayne Lin,5,東西好吃又多樣，人也很多
Astrid Kristiansen,4,(由 Google 提供翻譯) 烤物好吃！(原始評論)烤物好吃！
高聖昌,1,千萬不要去吃，食材不新鮮，求償無門，花錢傷身體。
柯男,3,價格太貴了
安導,3,品項多吃到飽餐廳
Vic Lin,4,菜色還ok
施蒂文,3,今天是漲價後餐點最優的一次，雖然不是每樣都提昇，但大致上來說整體算是不錯，還有進步空間。
Azoth Teng,4,品質一般，中規中矩，不驚艷。
Jimmy Chen,4,(由 Google 提供翻譯) 高cp的buffet(原始評論)高cp的buffet
Jason Miller,2,動向比起京站店好一些 品項和其他分店無異響食天堂愈來愈貴 食材卻依然維持以往水平既然你們要收較高的價位 ⋯⋯更多動向比起京站店好一些 品項和其他分店無異響食天堂愈來愈貴 食材卻依然維持以往水平既然你們要收較高的價位理應受到較高水平的檢視骰子牛難吃 乾柴到難以下嚥很好奇負責烹飪廚師自己有沒有吃過連路邊攤的百元牛排都遠勝你的骰子牛本來最讓人期待的是甜品蛋糕響食天堂的蛋糕本來一直都有不錯的表現但居然吃到退冰的蛋糕 不知道放在室外多久要求更換 也不行我們不是特地來吃你們料理這種水準的食物如果無法維持水平 乾脆拿掉那道菜別再濫竽充數 以為客人都很好騙
珍貴妃,5,各式各樣不同選擇，料理精緻，座位寬敞舒適。
Tzu Hao Wang,5,(由 Google 提供翻譯) 好吃(原始評論)好吃
Jessie,5,昨天第三次去大直的分店用餐，帶位的先生好認真~解釋的非常詳細，明顯感受到服務人員整體的態度有變友善，食材部分和整潔也明顯進步，結帳的領班也很親切一直關心有沒有吃飽，新菜單有沒有需要改進的部分，謝謝你們的用心和辛苦，我和朋友昨晚都吃的特別開心
Chang Aden,4,(由 Google 提供翻譯) cp值高(原始評論)cp值高
李連傳,2,生魚片切得太小又薄，沒口感。
andy chang,1,漲價了，不去了
Gina Lin,5,新菜色服務很好
黃振清,5,在眾多吃到飽餐廳裡最滿意的，重點不在有多少種類選擇，而是在於每道料理都不錯。從領班、廚師、服務員中感受到熱忱，尤其是當日領班真的非常親切，難得的用餐體驗，讚！
Liang-Shiuan Chen,5,每逢重要節日，全家都會來饗食天堂聚餐。午餐用餐時間為11：30至14：00，成人價位（含一成服務費）為988元，孩童（12歲以下）半價。料理可大致分為海鮮區、中（港）式餐點區、肉品區、甜點區等。海鮮區料理包含炸蝦、生魚片、壽司、焗烤生蠔等 ⋯⋯更多每逢重要節日，全家都會來饗食天堂聚餐。午餐用餐時間為11：30至14：00，成人價位（含一成服務費）為988元，孩童（12歲以下）半價。料理可大致分為海鮮區、中（港）式餐點區、肉品區、甜點區等。海鮮區料理包含炸蝦、生魚片、壽司、焗烤生蠔等 中（港）式餐點包含蔬菜、腸粉、燒賣、鳳爪、炸魷魚等。肉品為切塊牛肉或豬肋排。甜點包含各式蛋糕、布丁、烤布蕾及沖泡咖啡、奶茶等。饗食天堂適合全家一起聚餐。重要節日聚餐建議事先訂位（提早一個月）。若用餐日前後三日有壽星，可享九五折折扣。
nan shen Yeh,4,菜色不錯
榕,5,烤布蕾很好吃，菜色多樣表現的也都很穩定，海鮮都很新鮮
誌芳何,5,用餐環境好  場地大  適合聚餐
元元,5,環境氣氛好，比較其他分店，服務好、食材新鮮、CP值高些
蔡逸弘,4,家庭聚餐的好去處
愛玲Irene,5,好吃。平日下午茶時間，人很少，取餐不用排隊很棒。
Yu Te Hsu,4,空間寬敞選擇多，焗烤生蠔無法足量供應，個人取用數量管制不良造成排隊耗時，希望能改進。
Kathy Lin,5,第二次去大直店吃，這次整體菜色、服務，滿意度直達三星。尤其是整場人員、從帶位、餐檯廚神、服務人員、收盤子的，很明顯比第一次服務更提升。不愧五星的評價。另外，用餐車子也可停家樂福的停車場。
Wang Vic,3,樣多 物不超所值
Philip Liu,5,台北饗食天堂，只推大直店及信義店。
stiff chiou,3,價格在中等價位，東西的項目還有待加強
Julie Huang,5,大直店，菜色豐富，食材新鮮，服務親切！
李儀,3,菜色多，但下午茶沒有提供螃蟹有些失望
黑喵,4,以西式自助餐來說，品質算中上，服務算中等。品項相當多樣，不是每項都是一流的，有相當多項只能算普通。
少問,5,(由 Google 提供翻譯) 好吃(原始評論)好吃
趙挺竣,4,CP值很高的吃到飽
林程程,1,今天吃的有點不開心，遇到講話不老實的員工，一等在等的食物，到最後員工才說現在正要拿去蒸，在送過來，結果一送來的湯，難喝又少一味的湯
Blair Wang,5,服務快速 菜色豐富 正妹服務生也多
看你ㄇG8看,5,(由 Google 提供翻譯) 好吃(原始評論)好吃
Shieh Lilly,4,東西好吃，服務很好
柯孟翰,1,今天吃的不高興
asthatas,3,午餐用餐時間稍嫌不足
Ygort Tsai,4,菜色選擇多，補菜速度也蠻快，東西都有一定的水準，冰淇淋也滿好挖的，服務也不錯～
薛月如,4,大直店菜色是不錯，107.7.1又調高價錢，感覺有點吃不下去了！
馮日琳,4,(由 Google 提供翻譯) 新鮮食材(原始評論)食材新鮮
喻瑞蕾,4,第一次到來，感覺還不錯，環境寬敞
莊秉毅,4,久久可以吃一次，但，如果每週吃會發現菜色完全一樣
魔王,5,因為韓國毒生蠔害家人中毒，多年未再光顧，但這次的消費，大為驚豔，與高價的饗饗已相差無幾，C/P值很高，口味進步很多，不好吃的已只佔少數，感覺很用心，有在追求進步，不像欣葉一成不變，最令人滿意的還有化妝室，等級也是五星，一定會再訪。
LDS Chuang,3,好貴，但食材沒增加
Bruce Chen,2,越來越貴 一直漲價 沒道理
田文浩,3,(由 Google 提供翻譯) 普普通通(原始評論)普普通通
A夢,5,種類蠻多的
Shiu Liou,4,不錯CP值還行
kuang 326,4,(由 Google 提供翻譯) 聚餐(原始評論)聚餐
Stella Lin,3,菜色豐富、服務態度很好，可惜地下停車場的指示不夠清楚，第一次到此用餐的客人很容易搭錯部電梯！
逸雯曹,5,CP值高的自助餐廳，大直店感覺不會很擁擠，比較喜歡這家
Sammi Tseng,5,這是所有饗食品質最好的一家
Steve Chen,4,甜點可以更好
Michael Chen,4,連鎖吃到飽，品質相當一致
洋,3,跟以前相比服務品質變好，但食物的口感個人感覺略有落差
丸子丸子,4,各種料理 各式不口味 都可以在這邊享受的到
Wen-Chuan Chen,5,種類多，性價比高
Daniel Chang,5,東西好吃種類多，取餐動線也不擁擠，服務生的服務品質很好，停車場要停家樂福入口旁的特約停車場。
Fanny Liu,5,真是太讚了∼∼別說生食、熱食吸引我，連甚少在吃 buffet時會吃甜點的我，都忍不住吃好多甜點∼∼∼
Yilin Chang,4,多樣化吃到飽
Che-Chuan Ku,5,好吃乾淨
余國勝,5,哈哈哈！我最愛的飲食場地。
Dainese Chiang,4,螃蟹不錯，蟹黃超多
JET YOUNG,5,(由 Google 提供翻譯) VG ...非常好！(原始評論)VG…Very good!
黃培軒,4,2018/7/1晚上價格調漲979/人，食物多一些樣式，平日人潮較少不會吵雜；與他家buffet優點在於樣式真的很多，包含蔬菜生菜、海鮮、排餐、港飲、台菜、日式、歐式等等；甜點樣式跟味道也是個人認為饗食的優點之一，冰淇淋為哈根達斯。吃飽後不限用餐時間(到時段結束)可以非常悠閒喝咖啡休息聊天，整體感受不錯，廁所也很乾淨！
