評論者,評等,評語
Davis Lau,5,"(由 Google 提供翻譯) 來這裡喝下午茶。所有的食物都是新鮮製作的，味道鮮美。服務很棒。我不認為中期服務的檢查是分散注意力，他們是高效和迅速的。另外，他們讓你在下午茶的時候留下來。我們品嚐了許多美食，包括壽司，日本料理，小冷盤開胃菜，湯，飲料等等。我最喜歡的是牛舌生魚片。 …更多(由 Google 提供翻譯) 來這裡喝下午茶。所有的食物都是新鮮製作的，味道鮮美。服務很棒。我不認為中期服務的檢查是分散注意力，他們是高效和迅速的。另外，他們讓你在下午茶的時候留下來。我們品嚐了許多美食，包括壽司，日本料理，小冷盤開胃菜，湯，飲料等等。我最喜歡的是牛舌生魚片。(原始評論)Came here for afternoon tea. All the food was freshly prepared and delicious. The service was wonderful. I didn’t think the checks given mid service was a distraction, they were efficient and prompt. Plus they let you stay during the duration of he afternoon tea. We sampled many favorites including sushi, Japanese, small cold plate appetizers, soups, drinks and many more. My favorite was the beef tongue sashimi."
choyuspeedster,4,(由 Google 提供翻譯) 不錯的經驗(原始評論)Nice Experience
ee L,4,平日粗茶淡飯，偶爾才來吃ㄧ次大餐，食材基本上都還滿新鮮的，東西不錯吃，補餐速度也算快，ㄧ人差不多快1000$，吃到撐，ㄧ年偶爾吃個1-2次很OK
洪政鴻,3,首先，炸蝦蝦子沒熟，芒果冰跟圖片也差太多了吧，然後服務員一直想趕快收餐具，這是今天感到的雷，會拉肚子應該是吃太飽，絕對不是沒熟，顆顆。
Joe Chou,4,食材新鮮好吃，服務也非常周到，有帶小朋友的還有準備，蠟筆及繪畫紙
ien chng,5,(由 Google 提供翻譯) 美味的食物和氛圍！(原始評論)Great foods & atmosphere!
Darek Długokęcki,5,"(由 Google 提供翻譯) 一個好地方，我建議有良心！該表應在訪問前一天保留！(原始評論) …更多(由 Google 提供翻譯) 一個好地方，我建議有良心！該表應在訪問前一天保留！(原始評論)Super miejsce, polecam z czystym sumieniem! Stolik należy rezerwować dzień przed wizytą!"
Elle Chen,5,用餐環境舒適
Yi-Fong Lin,1,訂位後報到動線設計不良，導致一直被人插隊，服務人員沒有指揮動線，卻一直要求我們重新排隊（服務人員有2位而當時也只有2-3組客人在現場），期望能再加強人員的訓練！
Hm Hm,4,我給他多一顆星 是因為他用餐時間是4個小時
朱永庭,4,東西很多食材新鮮
Pin Liu,4,我是在平日的下午去的 但是有點意外的多人 建議可以先訂位 可能會有比較好的位置 離buffet 區比較近另外用餐區的排隊人潮也是絡繹不絕蝦子種類很多 有冰的 鹽鹽酥的 還有天使紅蝦 菜色選擇算是多樣
송화진,4,(由 Google 提供翻譯) 我平日去吃晚餐，非常喜歡牠吃得好吃！雞尾酒醬也很好吃，所以我甚至沒想過種植它。(原始評論) …更多(由 Google 提供翻譯) 我平日去吃晚餐，非常喜歡牠吃得好吃！雞尾酒醬也很好吃，所以我甚至沒想過種植它。(原始評論)평일 저녁에 갔는데 워낙 회를 좋아해서 맛있게 잘먹었음! 칵테일 소스도 진짜 맛있어서 초장 생각도 안났어욜
Tony Choy,4,"(由 Google 提供翻譯) 它有很多美味的食物，晚餐前免費飲料和啤酒。價格 ？不那麼貴。(原始評論) …更多(由 Google 提供翻譯) 它有很多美味的食物，晚餐前免費飲料和啤酒。價格 ？不那麼貴。(原始評論)It's has plenty of good food, and free before dinner drink and beer. The price ?  Not so expensive."
李玉如,5,很棒，環境優
好萊烏,5,食材新鮮好吃cp高
Tzuu Chiu,3,食物沒有我想像的多種，價錢有點貴
pei pei,3,還不錯 喜歡甜點櫃 烤布蕾、奶酪、oreo起司乳酪都好吃剛好吃的那天甜點櫃女生臉很臭 第一次遇到
Cathy,4,用餐時間長，菜色多樣味道普，但服務不錯
蔡淑惠,5,吃到飽無極限，食材新鮮美味
張原維,4,有一種螺肉，廣告很大，可是我去三，五次，都沒有吃到，有廣告不實的感覺
Udaya Hui,5,時間不夠用啊
陳彥如,4,又漲價了，菜色多樣化，但口味還好
Steven H,5,食材新鮮豐富， 需提早訂位
許晉溢,4,評價便宜
和言社 のK.Y阿威啦,5,雖然價位高，但是用餐環境好，東西新鮮品質高，用餐時間也夠長，個人覺得比寒舍好一點耶。
J arry,5,信義店環境和用餐動線不錯
Chen Yenkai,5,沒辦法再更滿意了！菜色服務環境均屬一流
79 Cyclamate,4,還不錯 慶祝或過節都會考慮雖然小貴但吃完會覺得值得信義店算是食物水準較佳
吳玄玲,5,聚會天地
傑奇,4,食材好吃，服務人員親切
Zwei Ng,4,(由 Google 提供翻譯) 整體都不錯，幹貝好吃(原始評論)整體都不錯，干貝好吃
笑牙,4,好吃，但生魚片我不吃，唯一缺點是整塊的牛肉片太柴，而肋排就好很多，油脂夠.讓肉嫩！其他食物都還可以，沒有特別驚艷的特色料理@.@
林踐宇,5,棒，精緻度跟價格符合
Eason Cheng,5,東西好好選擇多，座位很多不用人擠人搶食，值得推薦！
許力天,5,好吃，牛排特別好，另外饗樂骨、羊排、蝦餃、生牛肉也十分驚艷，環境古典風很美麗
Shawn Weng,4,(由 Google 提供翻譯) 人不會太多 假日晚餐幹貝很快就排到 整體水準有上升些(原始評論) …更多(由 Google 提供翻譯) 人不會太多 假日晚餐幹貝很快就排到 整體水準有上升些(原始評論)人不會太多 假日晚餐干貝很快就排到 整體水準有上升些
pei chiu,5,空間設計好，食材口味多
Ken Chung,4,下午茶比較實惠 !!
Queena Chen,4,海鮮跟牛肉必點，甜點跟飲料選擇很多
이선경,2,(由 Google 提供翻譯) 我吃的不多於我的預期，而且我的食物質量也不高。它是看不見的。(原始評論) …更多(由 Google 提供翻譯) 我吃的不多於我的預期，而且我的食物質量也不高。它是看不見的。(原始評論)예상보다 먹을것도 없고 음식 질도 별로네요. 비추입니다.
Yuan-Chia Huang,4,還不錯吃
琮銘謝,4,環境好，地方寬敞
田志強,4,東西新鮮！服務很好出餐速度很快 不怕吃不到
Tony Liao,4,很不錯
Arden Hung,4,位在信義區，是非常黃金的地段。假日用餐最好提早訂位，不然一定客滿。如果幸運會被安排到有落地窗的位子，可以看到夕陽。 整體用餐品質很好，出餐速度也很快，如果再一開放入場時進去，可以享用非常多的美食。
Shih-Gang Lan,5,景觀好東西好吃還會再來
Leo Lee,4,飲料及甜點種類豐富，羊小排及天使蝦不錯。
江莉蓁,2,呃！螃蟹 破壞了一切開始同行的人都因先吃它而食慾不佳不要吃螃蟹就對了
Waynie Wang,3,品質跟以前相比 ，有落差 。 很多餐點消失了 。
江海蒂,4,以下午茶時間來說，小貴，不過東西還不錯吃
陳玉華,2,品質不穩定
王傑森,4,東西還算多，東西烹調還可以加強
游博正,5,好吃，種類多，環境舒適
9915商店,5,(由 Google 提供翻譯) 比其他家好吃(原始評論)比其他家好吃
ANNE C,5,好吃，服務好
JoeBo Chen,4,食物種類多樣，而且店員時間到了也沒有趕人。
Joe Lin,5,菜色更新後更超值了
C.K. Liou,3,海鮮類大失望。
阮逸修,5,"升級後最驚喜的是焦糖葡萄柚,好好吃啊其他中規中矩"
flower,5,下午茶CP值超高讚讚
何勇義,3,餐點種類繁多，可滿足不同口味需求，交通便利
shiu shiu,4,服務親切選擇多樣不過價格可以再低一些就這個選擇的話
sj w,3,沒有以前好吃
Hao-Ting Cheng,5,下午茶全部吃一輪時間會有點趕
yj s,4,(由 Google 提供翻譯) 很好吃！(原始評論)很好吃！
Chia Yu Liao,4,知名連鎖吃到飽餐廳，食材及服務有一定的水準。
肉包康,3,(由 Google 提供翻譯) 改版重新裝潢後首次拜訪重點放在幹貝，現烤羊排還有龍膽石班湯就好，烤蝦味道不錯熟食區的牛肉跟海鮮燉飯很好吃。而牛排跟其餘蝦子類食材完全是不及格程度，鮭魚跟魚下巴腥味有點重。若愛吃海鮮的話這間完全不能滿足，要去欣葉或者海港城比較適合。 …更多(由 Google 提供翻譯) 改版重新裝潢後首次拜訪重點放在幹貝，現烤羊排還有龍膽石班湯就好，烤蝦味道不錯熟食區的牛肉跟海鮮燉飯很好吃。而牛排跟其餘蝦子類食材完全是不及格程度，鮭魚跟魚下巴腥味有點重。若愛吃海鮮的話這間完全不能滿足，要去欣葉或者海港城比較適合。(原始評論)改版重新裝潢後首次拜訪重點放在干貝，現烤羊排還有龍膽石班湯就好，烤蝦味道不錯熟食區的牛肉跟海鮮燉飯很好吃。而牛排跟其餘蝦子類食材完全是不及格程度，鮭魚跟魚下巴腥味有點重。若愛吃海鮮的話這間完全不能滿足，要去欣葉或者海港城比較適合。
蔡志坤FF,4,好吃，服務很好。
Grace Khor,5,(由 Google 提供翻譯) 好吃，CP值高(原始評論)好吃，CP值高
Kelly Tu,4,(由 Google 提供翻譯) 恨自己的胃太小，哈~(原始評論)恨自己的胃太小，哈~
夜薰木香曇荷浴 • 滌我星辰蘭花江,5,(由 Google 提供翻譯) 好吃，呵呵，他娘娘的好吃。(原始評論)好吃，呵呵，他娘娘的好吃。
JACK WU,5,不錯吃，價位也合理，肚子容量大的人，可以常來吃。
Alice Ko,3,(由 Google 提供翻譯) 食物好正，又多又新鮮，價錢便宜，是香港 2分一的價錢.吾錯的選擇。(原始評論) …更多(由 Google 提供翻譯) 食物好正，又多又新鮮，價錢便宜，是香港 2分一的價錢.吾錯的選擇。(原始評論)食物好正，又多又新鮮，價錢便宜，是香港   2分一的價錢.吾错的選擇。
柳司詠,1,在京站店吃過下午茶和晚餐覺得很不錯，但本次在信義店用餐體驗很糟糕；餐點味道還可以，但主打的天使紅蝦、焗烤生蠔、嫩羊肩等高價菜色，皆是在鐵板區，而鐵板區的廚師動作非常慢，明明鐵板上還有很多空位，但就是一份一份慢～慢～煎，不像京站店就是一直加快速度把鐵板擺滿食材，出餐速度比信義店快了不知幾倍，讓人覺得是否利用烹調速度來控制高價菜色的取用數量，非常不愉快的一次用餐經驗。
柳棨暐,1,假日晚餐食材多樣性不錯，服務人員態度很好環境舒適，不過鐵板區師傅動作慢吞吞，排隊人潮消化很慢，讓人感覺不好，跟之前到其他分店的狀況有很大差距，以後會以其他分店為優先選擇！
Mos Liang,3,東西不多沒有什麼特色但都還算好吃
scott king,2,"生魚片系列大部份很糟糕，小蛋糕系列除了焦糖系列以外都很糟糕，燒賣比冷凍的還差，香草豬排鴨粥鴨排是少數比較好吃的，海鮮類螺肉有沙，螃蟹沒味道,蝦子不甜，炸魚土腥味很重"
陳映先,4,選擇種類很多，但是沒有特別突出的餐點
Yun J,4,食材新鮮，供貨足，可多樣選擇自己喜愛的。
Ray Chen,5,好吃好吃大推，生魚片新鮮，牛排肋排羊肩排都好吃，但最愛的還是甜點，烤布蕾和烤葡萄柚，饗食官網常常會有折價券可以拿喔~
Hiro Hsiao,4,"這一天可能大家預估山竹颱風會來,所以今天的來客並沒有全滿,所以排隊的人不多,拿菜的速度也快,但2小時還是不夠吃呀~不過也可能因饗食天堂最近又漲了一波,假日下午茶價格來到了798+10%,我想他們也有話說,像是人事,房租,食材等成本增加,換新菜色呀...等等的.接下來進入主題.1. 目前的菜色的確有些昇級,首是海鮮,加了季節的英國郡文蟹,但可惜退冰時太急了,沒有什麼甜味,腥味度反而增加了. ⋯⋯更多這一天可能大家預估山竹颱風會來,所以今天的來客並沒有全滿,所以排隊的人不多,拿菜的速度也快,但2小時還是不夠吃呀~不過也可能因饗食天堂最近又漲了一波,假日下午茶價格來到了798+10%,我想他們也有話說,像是人事,房租,食材等成本增加,換新菜色呀...等等的.接下來進入主題.1. 目前的菜色的確有些昇級,首是海鮮,加了季節的英國郡文蟹,但可惜退冰時太急了,沒有什麼甜味,腥味度反而增加了.2. 肉類像是烤牛肉,比前大了些,熟度多了選擇,而鐡板有多了羊肩排,還滿嫩的.3. 湯類有多了石斑魚.這個推.4. 炸蝦多了2種口味,但有點硬,是為了咬勁嗎?5 飲料設備部分改變成氮氣冷萃機,喝起來的口感比較細緻.還滿多菜色更新的,如果是很久沒去了,倒是可以去試看看新菜色."
Sandy Chang,5,餐點不錯，供應也很快速
Mars Yu,5,(由 Google 提供翻譯) 好吃(原始評論)好吃
Brian Su,4,好吃 精緻 CP值高 服務佳
饅頭侯爵,4,餐廳環境很好，食材新鮮，替補率高不用等太久，品項多元不單調
葉庭佑,5,環境優、菜色多、口味好、甜點讚👍
林炯伊,3,(由 Google 提供翻譯) 菜色多(原始評論)菜色多
瑞美黃,4,坐位舒適選擇多品質也行
Phoebe Kanahei,4,CP值不錯(≧∇≦)/
靖菱瑛,4,我最愛的吃到飽餐廳，聽說要漲價了～
J radeel,4,(由 Google 提供翻譯) 好吃是好吃 口味太甜了(原始評論)好吃是好吃 口味太甜了
Jesse Jen,5,東西看起來不多，是因為做的比較精緻而且不會擺一堆出來！東西一被取完，一定馬上補（所以食材不錯新鮮，尤其是壽司）。東西品質也不錯，不輸5星級酒店。取材區設計好，不會有一票人擠在一起搶。  結論，如果喜歡人擠人搶東西才會感覺比較好吃，那這裡可能比較不適合。
李松偉,3,還好
汪大帥,5,服務人員態度佳
Edward Huang,5,食材新鮮又好吃無限供應 下次會再來
